Bairro,Cidade,Estado,Valor do Imóvel,Quantidade de Cômodos,Tipo de Imóvel,Vagas de Garagem,Área (m²),Ano de Construção,Valor do Condomínio,Distância do Centro (km),Se tem Elevador,Se tem Piscina,Se está mobiliado,Idade_Imovel(Anos)
Tatuapé,São Paulo,SP,287072.55,2,Casa,1,37.8,2023,,7.1,True,False,True,2
Leblon,Rio de Janeiro,RJ,678847.29,3,Apartamento,3,92.7,1996,814.42,5.8,True,False,False,29
Tatuapé,São Paulo,SP,808201.94,5,Casa,2,92.9,2003,,7.3,True,False,False,22
Santana,São Paulo,SP,799100.64,3,Casa,1,97.2,1987,,6.0,True,False,True,38
Leblon,Rio de Janeiro,RJ,463904.27,2,Apartamento,1,79.0,2011,1088.34,10.7,True,False,False,14
Buritis,Belo Horizonte,MG,896586.35,6,Apartamento,1,103.9,1981,1470.44,8.0,True,False,False,44
Santana,São Paulo,SP,758744.24,3,Casa,0,89.3,2020,,-2.8,True,False,False,5
Botafogo,Rio de Janeiro,RJ,504439.32,3,Apartamento,0,60.5,2006,572.01,8.0,True,False,False,19
Leblon,Rio de Janeiro,RJ,359912.32,2,Apartamento,1,54.9,2014,1456.82,0.5,True,False,False,11
Vila Mariana,São Paulo,SP,916051.65,6,Casa,3,101.9,2016,,7.8,True,True,False,9
Pinheiros,São Paulo,SP,330076.25,3,Casa,2,45.2,1996,,12.1,True,False,False,29
,Belo Horizonte,MG,879973.95,3,Apartamento,0,86.6,2005,1264.32,3.9,True,False,False,20
Leblon,Rio de Janeiro,RJ,793976.98,4,Casa,1,,1986,,1.2,True,False,False,39
Ipanema,Rio de Janeiro,RJ,840254.69,5,Apartamento,1,91.0,2011,515.14,6.8,True,False,False,14
Pinheiros,São Paulo,SP,334671.65,2,Apartamento,2,38.6,1980,1154.99,6.1,True,False,False,45
Pampulha,Belo Horizonte,MG,1107297.36,6,Apartamento,2,103.4,1992,1200.95,0.8,True,False,False,33
Santana,São Paulo,SP,589438.08,3,Apartamento,2,61.6,2010,523.66,3.5,True,True,True,15
Savassi,Belo Horizonte,MG,762477.98,2,Casa,0,73.8,1989,,5.4,True,True,False,36
Santana,São Paulo,SP,673258.83,4,Casa,0,80.4,1978,,11.6,True,False,True,47
Copacabana,Rio de Janeiro,RJ,207066.29,2,Apartamento,2,29.1,2000,670.34,8.5,True,False,True,25
Moema,São Paulo,SP,198792.22,2,Apartamento,0,31.5,2010,1266.64,3.1,True,False,False,15
Centro,Belo Horizonte,MG,696170.49,4,Casa,2,82.0,1995,,3.1,True,False,True,30
Pinheiros,São Paulo,SP,673311.54,5,Apartamento,1,91.1,1983,336.13,2.9,True,True,False,42
Ipanema,Rio de Janeiro,RJ,860208.51,5,Apartamento,2,89.9,1974,326.55,4.6,True,False,True,51
Centro,Belo Horizonte,MG,1005799.75,5,Apartamento,2,102.9,1996,562.22,5.4,True,False,False,29
Ipanema,Rio de Janeiro,RJ,549502.46,4,Casa,0,89.4,1975,,1.0,True,False,False,50
Moema,São Paulo,SP,939770.02,4,Apartamento,2,109.6,1999,370.36,1.6,True,False,False,26
Savassi,Belo Horizonte,MG,827360.87,5,Casa,1,95.1,1985,,5.3,True,False,True,40
Leblon,Rio de Janeiro,RJ,879458.66,4,Casa,0,89.0,2003,,8.2,True,False,True,22
Pampulha,Belo Horizonte,MG,615666.36,4,Casa,,81.7,1985,,7.3,True,False,False,40
Moema,São Paulo,SP,595378.9,3,Apartamento,,94.7,1993,360.35,5.0,True,True,False,32
Pinheiros,São Paulo,SP,698877.43,3,Casa,2,69.4,1997,,0.5,True,False,False,28
Buritis,Belo Horizonte,MG,730552.71,3,Apartamento,3,97.9,1979,322.34,4.4,True,False,True,46
Tatuapé,São Paulo,SP,310955.57,2,Apartamento,0,51.3,2015,594.92,2.6,True,False,False,10
Tatuapé,São Paulo,SP,314698.53,2,Casa,0,29.7,1976,,-0.5,True,False,False,49
Leblon,Rio de Janeiro,RJ,283645.54,2,Casa,1,34.6,1984,,1.4,True,False,False,41
Copacabana,Rio de Janeiro,RJ,471842.72,4,Apartamento,1,78.4,1974,1235.58,9.7,True,False,False,51
Tijuca,Rio de Janeiro,RJ,467628.96,2,Casa,1,78.2,2007,,5.5,True,False,False,18
Ipanema,Rio de Janeiro,RJ,407320.7,2,Apartamento,0,57.6,1998,1465.63,5.3,True,False,False,27
Santana,São Paulo,SP,985932.39,4,Apartamento,1,80.3,2009,1352.67,-0.3,True,False,True,16
Centro,Belo Horizonte,MG,607396.35,3,Apartamento,1,65.4,1972,1096.57,4.1,True,False,False,53
,São Paulo,SP,517120.03,5,Casa,3,108.4,2003,,11.0,True,False,False,22
Pampulha,Belo Horizonte,MG,563497.42,3,Casa,2,84.1,2000,,6.9,True,False,False,25
,Belo Horizonte,MG,703245.77,3,Casa,0,83.9,1977,,7.2,True,False,False,48
Moema,São Paulo,SP,499317.0,4,Casa,2,75.0,1995,,4.5,True,False,False,30
Savassi,Belo Horizonte,MG,481886.61,3,Casa,2,61.8,1996,,11.1,True,True,False,29
Centro,Belo Horizonte,MG,304516.68,3,Apartamento,2,42.3,1997,721.57,8.9,True,True,False,28
Santana,São Paulo,SP,863692.98,3,Apartamento,3,96.1,1996,886.2,6.0,True,False,False,29
Tijuca,Rio de Janeiro,RJ,856436.1,4,Casa,1,87.4,2008,,-0.2,True,False,False,17
Copacabana,Rio de Janeiro,RJ,598078.56,4,Casa,1,75.6,1983,,3.1,True,False,False,42
Copacabana,Rio de Janeiro,RJ,736077.69,3,Casa,2,65.9,1974,,2.6,True,False,True,51
Tijuca,Rio de Janeiro,RJ,837552.39,7,Casa,2,128.2,1993,,8.1,True,True,False,32
Tijuca,Rio de Janeiro,RJ,709872.35,5,Apartamento,1,94.6,1983,1185.76,6.9,True,False,True,42
Santana,São Paulo,SP,846239.87,3,Casa,0,77.7,1971,,3.1,True,False,False,54
Moema,São Paulo,SP,918384.08,4,Casa,0,74.4,2007,,1.2,True,True,False,18
Pampulha,Belo Horizonte,MG,668054.48,6,Apartamento,1,103.7,1991,754.28,4.9,True,False,True,34
Tatuapé,São Paulo,SP,413929.12,2,Apartamento,1,50.2,1970,408.55,6.0,True,False,False,55
Moema,São Paulo,SP,571325.52,5,Apartamento,1,92.0,1997,1313.16,0.2,True,False,False,28
Vila Mariana,São Paulo,SP,1063840.37,7,Apartamento,3,133.3,1977,407.93,-1.1,True,False,False,48
Barro Preto,Belo Horizonte,MG,206427.92,2,Apartamento,0,25.2,1992,1255.53,6.9,True,False,True,33
,São Paulo,SP,140173.65,2,Casa,2,12.5,2023,,5.1,True,False,True,2
Vila Mariana,São Paulo,SP,394525.64,3,Apartamento,2,72.2,1982,445.71,4.6,True,False,False,43
Copacabana,Rio de Janeiro,RJ,934032.0,3,Casa,1,97.6,1976,,8.5,True,False,True,49
Tatuapé,São Paulo,SP,635666.03,3,Casa,1,96.4,2001,,8.7,True,True,False,24
Santana,São Paulo,SP,487880.54,3,Casa,0,75.1,1982,,3.9,True,False,False,43
Tatuapé,São Paulo,SP,600257.42,3,Apartamento,0,59.1,2012,1427.82,3.1,True,False,True,13
Vila Mariana,São Paulo,SP,861989.62,5,Casa,2,95.8,1972,,3.9,True,False,True,53
Moema,São Paulo,SP,671164.8,3,Apartamento,2,92.6,2015,1359.23,2.0,True,False,False,10
Barro Preto,Belo Horizonte,MG,546537.38,2,Apartamento,1,60.1,2010,957.04,9.0,True,False,False,15
Ipanema,Rio de Janeiro,RJ,392226.98,3,Apartamento,2,59.5,1983,843.88,-1.3,True,False,False,42
Vila Mariana,São Paulo,SP,1063695.99,5,Apartamento,3,118.1,1997,1405.85,10.2,True,False,False,28
Ipanema,Rio de Janeiro,RJ,998818.87,3,Apartamento,1,,2006,963.04,5.2,True,False,False,19
Barro Preto,Belo Horizonte,MG,1074292.13,4,Apartamento,3,91.6,1996,1021.56,0.4,True,True,False,29
Moema,São Paulo,SP,1210546.31,5,Apartamento,1,106.3,1992,830.48,0.4,True,False,True,33
Pinheiros,São Paulo,SP,674504.71,4,Casa,3,119.7,2004,,7.6,True,False,False,21
Moema,São Paulo,SP,351667.1,4,Casa,0,62.0,1970,,7.5,True,False,False,55
Centro,Belo Horizonte,MG,273505.95,2,Casa,0,27.0,2004,,2.5,True,False,False,21
Santana,São Paulo,SP,320266.36,2,Apartamento,0,57.0,1973,1457.4,7.9,True,False,True,52
Copacabana,Rio de Janeiro,RJ,724130.7,3,Apartamento,0,68.7,1992,818.12,4.1,True,False,False,33
Tijuca,Rio de Janeiro,RJ,532702.6,3,Apartamento,2,91.4,1992,760.97,2.8,True,False,False,33
Pinheiros,São Paulo,SP,728439.86,4,Casa,0,84.5,1979,,5.6,True,True,True,46
Pinheiros,São Paulo,SP,1053211.81,6,Apartamento,,115.9,1988,1296.92,5.9,True,False,False,37
Copacabana,Rio de Janeiro,RJ,836106.9,7,Casa,3,128.4,2023,,6.6,True,True,False,2
Buritis,Belo Horizonte,MG,503260.76,3,Casa,2,65.1,2010,,9.6,True,False,True,15
Leblon,Rio de Janeiro,RJ,545424.03,4,Casa,1,94.2,2003,,2.4,True,False,False,22
Moema,São Paulo,SP,404337.74,2,Casa,2,50.5,2020,,6.8,True,False,False,5
Tatuapé,São Paulo,SP,709065.77,4,Casa,0,73.9,2005,,9.8,True,False,False,20
Pinheiros,São Paulo,SP,703280.88,4,Casa,3,108.0,2009,,6.0,True,False,True,16
Pinheiros,São Paulo,SP,680480.73,6,Casa,3,105.2,1977,,3.1,True,False,False,48
Buritis,Belo Horizonte,MG,710070.58,4,Casa,2,79.1,1976,,9.7,True,False,True,49
Tijuca,Rio de Janeiro,RJ,709208.9,5,Casa,1,87.6,1972,,8.7,True,False,True,53
Savassi,Belo Horizonte,MG,767535.06,4,Casa,,82.7,2015,,3.2,True,True,True,10
Buritis,Belo Horizonte,MG,453285.98,2,Casa,0,69.9,1981,,3.7,True,False,False,44
Pampulha,Belo Horizonte,MG,670018.99,2,Casa,0,53.2,1991,,-1.8,True,False,True,34
Vila Mariana,São Paulo,SP,805666.14,7,Apartamento,1,123.8,2000,605.25,6.2,True,False,False,25
Copacabana,Rio de Janeiro,RJ,673082.1,4,Casa,2,65.3,2016,,5.3,True,False,True,9
Centro,Belo Horizonte,MG,762347.55,5,Casa,1,99.3,2002,,4.4,True,False,False,23
Ipanema,Rio de Janeiro,RJ,391201.56,2,Casa,1,42.4,1978,,6.1,True,True,False,47
Centro,Belo Horizonte,MG,304130.83,2,Casa,1,45.9,1977,,8.2,True,True,False,48
Leblon,Rio de Janeiro,RJ,516757.04,3,Casa,0,61.3,1985,,7.6,True,False,False,40
Leblon,Rio de Janeiro,RJ,708603.2,4,Apartamento,2,64.7,1973,1218.16,3.2,True,False,False,52
Barro Preto,Belo Horizonte,MG,790936.07,3,Apartamento,2,69.2,2008,1390.0,2.8,True,True,False,17
Santana,São Paulo,SP,717025.61,3,Apartamento,2,70.2,2022,1044.64,8.0,True,True,False,3
Pinheiros,São Paulo,SP,969620.24,7,Apartamento,2,122.4,1978,418.97,5.3,True,False,False,47
Santana,São Paulo,SP,493431.16,4,Casa,1,75.5,2013,,2.6,True,False,False,12
Buritis,Belo Horizonte,MG,346388.31,3,Casa,2,52.4,1982,,6.8,True,False,False,43
Buritis,Belo Horizonte,MG,546606.38,3,Apartamento,3,95.6,2010,1330.39,3.5,True,False,False,15
,Rio de Janeiro,RJ,800867.87,4,Casa,2,85.7,1996,,4.3,True,False,True,29
Savassi,Belo Horizonte,MG,706468.41,2,Apartamento,,60.3,1997,893.23,-1.3,True,False,False,28
Santana,São Paulo,SP,996305.95,7,Apartamento,2,120.9,1994,1189.94,5.9,True,False,True,31
Botafogo,Rio de Janeiro,RJ,507800.62,3,Casa,1,52.8,2018,,3.7,True,False,False,7
Tatuapé,São Paulo,SP,512939.44,3,Apartamento,0,72.1,1974,1005.51,5.8,True,False,True,51
Ipanema,Rio de Janeiro,RJ,612068.87,2,Apartamento,2,79.4,2016,1491.55,4.3,True,False,False,9
Buritis,Belo Horizonte,MG,475620.94,3,Casa,0,57.8,1983,,6.8,True,False,False,42
Leblon,Rio de Janeiro,RJ,454547.55,2,Apartamento,0,67.7,1998,365.38,9.3,True,False,True,27
Tijuca,Rio de Janeiro,RJ,196915.24,2,Apartamento,0,22.1,1970,1081.78,5.6,True,False,False,55
Tijuca,Rio de Janeiro,RJ,567831.01,2,Apartamento,2,77.1,1970,557.05,8.4,True,False,False,55
Leblon,Rio de Janeiro,RJ,568982.67,4,Casa,0,68.6,2014,,8.4,True,False,False,11
Savassi,Belo Horizonte,MG,508310.13,4,Apartamento,2,86.6,2006,771.69,6.9,True,False,True,19
Botafogo,Rio de Janeiro,RJ,513050.42,4,Casa,2,92.1,1986,,9.1,True,False,False,39
Copacabana,Rio de Janeiro,RJ,559320.02,2,Casa,1,69.5,1994,,9.3,True,True,False,31
Pampulha,Belo Horizonte,MG,680101.49,6,Apartamento,1,107.1,2001,342.87,8.6,True,True,True,24
Copacabana,Rio de Janeiro,RJ,182688.33,2,Apartamento,2,33.3,2022,1304.23,4.6,True,False,False,3
Vila Mariana,São Paulo,SP,789060.05,3,Casa,1,87.7,2008,,2.8,True,False,False,17
Centro,Belo Horizonte,MG,664049.04,5,Apartamento,3,97.4,1982,803.34,1.3,True,True,False,43
Vila Mariana,São Paulo,SP,624896.94,3,Casa,0,59.6,2008,,4.9,True,False,False,17
Vila Mariana,São Paulo,SP,716257.08,4,Casa,3,91.3,2011,,6.7,True,False,False,14
Leblon,Rio de Janeiro,RJ,723070.05,5,Apartamento,0,84.5,1973,308.47,7.6,True,False,True,52
Buritis,Belo Horizonte,MG,619922.72,4,Casa,1,72.1,2021,,5.7,True,False,True,4
Vila Mariana,São Paulo,SP,725778.42,5,Apartamento,2,120.9,2006,1280.98,7.6,True,False,True,19
Tijuca,Rio de Janeiro,RJ,691484.35,4,Casa,2,93.2,1982,,6.5,True,False,False,43
Buritis,Belo Horizonte,MG,810182.8,3,Casa,1,97.0,1981,,7.5,True,True,False,44
Centro,Belo Horizonte,MG,873077.16,4,Casa,3,107.6,2009,,2.0,True,True,True,16
Barro Preto,Belo Horizonte,MG,1220507.73,5,Apartamento,1,115.7,1970,900.86,5.0,True,False,False,55
Tatuapé,São Paulo,SP,791224.2,4,Apartamento,2,88.4,1987,895.59,5.8,True,False,False,38
Santana,São Paulo,SP,230257.27,2,Apartamento,2,33.7,2016,529.28,5.2,True,True,False,9
Pampulha,Belo Horizonte,MG,271385.04,2,Casa,1,35.4,1988,,9.6,True,True,False,37
Centro,Belo Horizonte,MG,612955.9,3,Apartamento,2,73.5,1983,542.93,3.4,True,False,False,42
,Rio de Janeiro,RJ,388471.78,4,Apartamento,0,69.5,2012,454.48,7.7,True,False,False,13
Botafogo,Rio de Janeiro,RJ,1433296.18,6,Apartamento,2,143.1,1986,713.31,2.3,True,False,False,39
Centro,Belo Horizonte,MG,657194.09,6,Apartamento,3,114.1,2009,1276.92,4.2,True,False,False,16
Botafogo,Rio de Janeiro,RJ,539845.54,3,Apartamento,2,75.5,2007,1400.51,-0.1,True,False,False,18
Vila Mariana,São Paulo,SP,534755.46,3,Casa,2,69.2,1998,,9.0,True,False,False,27
Tatuapé,São Paulo,SP,524557.79,3,Casa,2,81.7,1983,,10.2,True,False,False,42
Tijuca,Rio de Janeiro,RJ,417838.64,5,Apartamento,1,80.4,1973,367.7,6.9,True,False,False,52
Centro,Belo Horizonte,MG,609133.37,3,Casa,3,95.6,2018,,5.4,True,False,True,7
Buritis,Belo Horizonte,MG,407342.23,3,Apartamento,1,68.2,2020,1459.94,3.0,True,False,False,5
Moema,São Paulo,SP,561260.79,2,Casa,,73.6,1980,,4.1,True,False,False,45
Santana,São Paulo,SP,1108778.58,5,Apartamento,3,91.0,1982,1063.79,1.7,True,True,False,43
Centro,Belo Horizonte,MG,1102465.73,6,Apartamento,3,108.0,1977,538.63,6.9,True,False,True,48
Botafogo,Rio de Janeiro,RJ,1380295.31,5,Apartamento,3,115.1,2002,332.93,-1.0,True,False,False,23
Pinheiros,São Paulo,SP,356710.55,3,Casa,0,57.1,1975,,6.0,True,False,False,50
Vila Mariana,São Paulo,SP,496510.93,4,Apartamento,1,91.7,1979,674.32,8.9,True,False,False,46
Pampulha,Belo Horizonte,MG,539635.2,4,Casa,0,60.0,1981,,4.0,True,False,False,44
Savassi,Belo Horizonte,MG,536855.62,3,Casa,2,98.3,2019,,8.5,True,False,False,6
Barro Preto,Belo Horizonte,MG,402427.87,3,Casa,2,55.2,1979,,3.0,True,False,True,46
Leblon,Rio de Janeiro,RJ,679326.1,5,Casa,1,87.0,2014,,8.4,True,False,True,11
Pinheiros,São Paulo,SP,642344.26,5,Apartamento,,81.0,1995,1121.25,8.8,True,False,False,30
Savassi,Belo Horizonte,MG,801390.99,3,Casa,0,,2014,,3.1,True,False,False,11
Tijuca,Rio de Janeiro,RJ,770702.31,4,Casa,2,107.1,2023,,4.0,True,True,False,2
Buritis,Belo Horizonte,MG,535691.11,2,Apartamento,2,75.2,2022,1293.27,2.9,True,False,True,3
Pampulha,Belo Horizonte,MG,798243.11,5,Casa,2,87.9,1973,,9.2,True,False,False,52
Botafogo,Rio de Janeiro,RJ,264210.02,2,Apartamento,2,47.2,1997,813.75,3.7,True,False,False,28
Barro Preto,Belo Horizonte,MG,681814.43,3,Apartamento,2,79.2,1982,1417.8,5.2,True,False,False,43
Pampulha,Belo Horizonte,MG,603568.25,5,Apartamento,3,95.0,2005,1198.53,5.1,True,False,False,20
Barro Preto,Belo Horizonte,MG,851614.69,7,Casa,2,121.4,1977,,8.9,True,False,False,48
Vila Mariana,São Paulo,SP,919604.79,5,Casa,1,86.4,1978,,3.6,True,False,True,47
Vila Mariana,São Paulo,SP,828444.89,4,Apartamento,3,97.3,1995,774.22,2.9,True,False,True,30
Vila Mariana,São Paulo,SP,585994.58,4,Apartamento,2,69.4,1980,860.29,11.1,True,True,False,45
Ipanema,Rio de Janeiro,RJ,798024.24,5,Apartamento,3,106.7,1983,932.69,6.7,True,False,True,42
Vila Mariana,São Paulo,SP,939217.42,4,Apartamento,3,115.0,1997,1403.6,2.2,True,False,False,28
Tatuapé,São Paulo,SP,273078.1,2,Apartamento,0,32.1,2012,1158.99,6.6,True,False,True,13
Centro,Belo Horizonte,MG,1013637.24,5,Apartamento,3,95.6,2009,952.26,6.6,True,False,True,16
Copacabana,Rio de Janeiro,RJ,660178.17,6,Apartamento,3,103.1,1995,797.32,3.0,True,False,False,30
Copacabana,Rio de Janeiro,RJ,365064.94,2,Apartamento,1,56.9,1993,704.29,6.6,True,True,False,32
Ipanema,Rio de Janeiro,RJ,714382.78,4,Casa,2,80.2,2016,,9.8,True,False,False,9
Moema,São Paulo,SP,764292.48,5,Apartamento,3,121.6,1970,872.53,6.4,True,True,True,55
Copacabana,Rio de Janeiro,RJ,494933.58,4,Casa,1,67.7,1988,,6.3,True,False,True,37
Pampulha,Belo Horizonte,MG,421718.31,3,Casa,0,65.0,1974,,7.7,True,False,False,51
Copacabana,Rio de Janeiro,RJ,264197.93,2,Casa,1,43.4,2013,,7.1,True,False,False,12
Tijuca,Rio de Janeiro,RJ,524328.52,2,Casa,2,56.8,2000,,4.7,True,False,True,25
Tijuca,Rio de Janeiro,RJ,641058.62,2,Casa,1,64.6,2017,,4.8,True,False,True,8
Santana,São Paulo,SP,949324.1,4,Casa,1,92.9,1997,,4.7,True,False,False,28
Tijuca,Rio de Janeiro,RJ,864208.5,6,Apartamento,3,100.9,1985,1357.42,-0.0,True,False,False,40
Leblon,Rio de Janeiro,RJ,701810.63,4,Apartamento,2,81.8,2005,838.16,9.4,True,False,False,20
Copacabana,Rio de Janeiro,RJ,601102.3,4,Casa,1,74.0,2016,,3.9,True,False,True,9
Botafogo,Rio de Janeiro,RJ,397890.74,2,Casa,1,53.5,1990,,6.0,True,False,True,35
Pinheiros,São Paulo,SP,425060.62,2,Casa,1,59.5,2011,,6.6,True,False,True,14
Tijuca,Rio de Janeiro,RJ,647831.71,4,Apartamento,2,97.9,2021,1163.39,6.2,True,True,False,4
Centro,Belo Horizonte,MG,443102.53,2,Apartamento,0,73.7,1987,415.03,6.3,True,False,False,38
Leblon,Rio de Janeiro,RJ,604136.22,3,Casa,0,67.3,2010,,4.8,True,True,False,15
Santana,São Paulo,SP,1108424.36,6,Apartamento,2,105.5,2022,338.38,3.1,True,False,True,3
Vila Mariana,São Paulo,SP,691971.88,4,Apartamento,,69.5,1979,551.64,3.0,True,False,True,46
Ipanema,Rio de Janeiro,RJ,645269.53,5,Apartamento,2,100.6,2007,1206.11,0.5,True,False,False,18
Santana,São Paulo,SP,488828.01,3,Casa,2,66.1,1983,,1.5,True,False,False,42
Moema,São Paulo,SP,712910.02,5,Apartamento,1,91.0,2007,837.07,10.6,True,True,True,18
Moema,São Paulo,SP,558405.14,3,Casa,1,84.2,2005,,4.0,True,False,True,20
Centro,Belo Horizonte,MG,622888.93,2,Apartamento,1,70.3,1990,357.47,3.0,True,False,False,35
Santana,São Paulo,SP,323175.86,2,Apartamento,1,,2023,1149.92,6.5,True,False,False,2
Vila Mariana,São Paulo,SP,989034.95,5,Casa,3,106.9,2015,,3.4,True,False,False,10
Ipanema,Rio de Janeiro,RJ,1296234.19,7,Apartamento,1,132.0,1989,422.7,0.8,True,True,False,36
Centro,Belo Horizonte,MG,788516.97,4,Casa,2,82.1,1987,,3.1,True,False,True,38
Botafogo,Rio de Janeiro,RJ,747313.71,4,Casa,0,75.6,1971,,8.2,True,False,True,54
Copacabana,Rio de Janeiro,RJ,617414.82,3,Casa,2,90.4,1993,,5.9,True,True,False,32
Vila Mariana,São Paulo,SP,226487.59,2,Apartamento,2,24.8,2001,1134.81,1.7,True,False,False,24
Barro Preto,Belo Horizonte,MG,497870.83,2,Apartamento,1,54.1,1991,1241.38,3.2,True,True,False,34
Centro,Belo Horizonte,MG,446713.34,2,Casa,2,66.0,1987,,5.2,True,False,False,38
Centro,Belo Horizonte,MG,286905.04,3,Apartamento,0,50.6,1985,509.38,7.4,True,False,False,40
Moema,São Paulo,SP,939409.94,5,Casa,1,92.2,1997,,4.4,True,True,True,28
Moema,São Paulo,SP,536868.86,2,Casa,0,51.1,2006,,4.5,True,False,True,19
Tatuapé,São Paulo,SP,629411.33,5,Casa,1,91.2,2014,,4.5,True,False,False,11
Pinheiros,São Paulo,SP,662362.27,3,Casa,3,93.6,2023,,3.0,True,False,True,2
Pampulha,Belo Horizonte,MG,652167.48,2,Apartamento,1,78.5,1986,375.51,3.1,True,False,False,39
Botafogo,Rio de Janeiro,RJ,456917.15,4,Apartamento,1,76.2,1973,568.71,2.8,True,False,False,52
Barro Preto,Belo Horizonte,MG,595210.11,3,Apartamento,1,86.6,1979,1312.61,8.7,True,False,True,46
Centro,Belo Horizonte,MG,787236.53,4,Apartamento,1,,1982,617.46,4.3,True,False,True,43
Ipanema,Rio de Janeiro,RJ,635003.08,2,Apartamento,0,68.1,1994,1439.47,1.9,True,False,True,31
Copacabana,Rio de Janeiro,RJ,652539.45,2,Casa,2,61.0,1994,,6.6,True,True,False,31
Centro,Belo Horizonte,MG,830418.32,3,Casa,3,91.0,2018,,5.1,True,False,False,7
Tijuca,Rio de Janeiro,RJ,844785.21,5,Apartamento,1,81.3,1977,1206.06,5.3,True,False,False,48
Savassi,Belo Horizonte,MG,831637.88,4,Casa,2,,2003,,7.5,True,False,False,22
Centro,Belo Horizonte,MG,518876.64,4,Apartamento,0,77.2,2021,1141.88,5.0,True,False,False,4
Leblon,Rio de Janeiro,RJ,713566.36,4,Apartamento,1,117.4,1992,642.34,4.1,True,False,False,33
Moema,São Paulo,SP,324386.24,2,Casa,0,36.3,2000,,7.0,True,False,False,25
Vila Mariana,São Paulo,SP,688606.74,3,Apartamento,2,78.6,1982,958.01,2.5,True,False,False,43
Centro,Belo Horizonte,MG,1035097.29,3,Apartamento,,98.9,1978,1435.49,5.0,True,False,False,47
Moema,São Paulo,SP,887752.12,4,Apartamento,2,81.5,2019,762.3,9.7,True,True,True,6
Savassi,Belo Horizonte,MG,540950.03,3,Casa,1,49.9,1976,,6.2,True,False,True,49
Savassi,Belo Horizonte,MG,667267.89,4,Casa,2,89.0,1995,,3.9,True,True,False,30
Vila Mariana,São Paulo,SP,712754.99,6,Casa,1,103.7,1973,,9.0,True,False,False,52
Pampulha,Belo Horizonte,MG,933300.75,7,Apartamento,3,121.7,2001,1203.14,2.1,True,False,True,24
Centro,Belo Horizonte,MG,772579.2,3,Apartamento,2,92.0,2018,1267.07,10.0,True,False,False,7
Savassi,Belo Horizonte,MG,662176.73,4,Casa,2,96.2,2013,,6.8,True,False,True,12
Leblon,Rio de Janeiro,RJ,341690.58,3,Casa,0,55.4,1997,,8.8,True,True,False,28
Tijuca,Rio de Janeiro,RJ,561785.06,4,Apartamento,3,92.3,2005,363.96,10.6,True,False,False,20
Buritis,Belo Horizonte,MG,273503.95,2,Apartamento,2,26.4,1973,676.11,5.7,True,False,False,52
Moema,São Paulo,SP,527406.37,2,Apartamento,0,49.9,2001,1337.38,3.4,True,False,True,24
Ipanema,Rio de Janeiro,RJ,700713.9,2,Apartamento,1,68.5,2023,968.47,7.5,True,False,True,2
Tijuca,Rio de Janeiro,RJ,760751.37,3,Apartamento,1,74.7,2004,652.92,6.4,True,False,False,21
Moema,São Paulo,SP,388757.96,2,Apartamento,0,55.5,2008,1248.42,7.2,True,False,False,17
Moema,São Paulo,SP,284649.96,2,Apartamento,2,28.4,2023,786.1,-1.8,True,True,True,2
Savassi,Belo Horizonte,MG,996494.5,5,Apartamento,3,100.1,2014,421.41,7.3,True,True,False,11
Centro,Belo Horizonte,MG,652430.38,4,Casa,1,66.6,1977,,5.9,True,False,True,48
Copacabana,Rio de Janeiro,RJ,1049411.89,7,Casa,1,,1988,,5.3,True,False,False,37
Pampulha,Belo Horizonte,MG,767006.06,2,Apartamento,1,75.1,2010,542.36,1.5,True,False,False,15
Savassi,Belo Horizonte,MG,444946.52,4,Casa,2,74.4,1988,,4.9,True,False,True,37
Barro Preto,Belo Horizonte,MG,177555.68,2,Apartamento,2,31.1,1983,1427.32,5.9,True,False,False,42
Santana,São Paulo,SP,930776.44,5,Casa,2,96.9,2008,,0.4,True,False,False,17
Leblon,Rio de Janeiro,RJ,337754.03,2,Casa,0,51.1,2007,,10.8,True,True,False,18
Buritis,Belo Horizonte,MG,469377.88,3,Casa,0,83.8,2022,,9.9,True,False,False,3
Leblon,Rio de Janeiro,RJ,510602.29,2,Apartamento,1,54.8,1998,623.42,4.0,True,True,True,27
Savassi,Belo Horizonte,MG,499933.87,3,Apartamento,2,45.7,1989,1271.77,6.8,True,True,False,36
Leblon,Rio de Janeiro,RJ,610811.47,6,Casa,3,100.9,1995,,8.4,True,False,False,30
Tijuca,Rio de Janeiro,RJ,730648.53,2,Casa,1,,2018,,5.6,True,False,False,7
Santana,São Paulo,SP,727332.23,5,Apartamento,2,83.4,2002,1126.96,1.0,True,False,True,23
Santana,São Paulo,SP,871776.52,7,Casa,3,124.9,1974,,7.1,True,False,True,51
Centro,Belo Horizonte,MG,675286.51,3,Apartamento,2,70.5,2000,515.88,5.2,True,True,False,25
Vila Mariana,São Paulo,SP,186604.8,2,Apartamento,1,20.4,2004,505.13,4.3,True,True,False,21
Savassi,Belo Horizonte,MG,546671.1,3,Casa,1,93.1,2014,,4.8,True,False,True,11
